pbsf, false
rcpr, false
olrx, false
clvy, false
pnnp, true
oppo, true
zgyh, false
bpds, false
jggj, true
doiy, false
